CONSTITUENCIES,ELECTORATE,P.N.M._VOTES_%,U.N.C._VOTES_%,VOTER_TURNOUT,TOTAL_NUMBER_OF_VOTES_CAST,VALID_VOTES,Year,ELECTORAL_DISTRICT_ARIMA,ELECTORAL_DISTRICT_AROUCA/MALONEY,ELECTORAL_DISTRICT_BARATARIA/SAN JUAN,ELECTORAL_DISTRICT_CARONI CENTRAL,ELECTORAL_DISTRICT_CARONI EAST,ELECTORAL_DISTRICT_CHAGUANAS EAST,ELECTORAL_DISTRICT_CHAGUANAS WEST,ELECTORAL_DISTRICT_COUVA NORTH,ELECTORAL_DISTRICT_COUVA SOUTH,ELECTORAL_DISTRICT_CUMUTO/MANZANILLA,ELECTORAL_DISTRICT_D'ABADIE/O'MEARA,ELECTORAL_DISTRICT_DIEGO MARTIN CENTRAL,ELECTORAL_DISTRICT_DIEGO MARTIN NORTH/EAST,ELECTORAL_DISTRICT_DIEGO MARTIN WEST,ELECTORAL_DISTRICT_FYZABAD,ELECTORAL_DISTRICT_LA BREA,ELECTORAL_DISTRICT_LA HORQUETTA/TALPARO,ELECTORAL_DISTRICT_LAVENTILLE EAST/MORVANT,ELECTORAL_DISTRICT_LAVENTILLE WEST,ELECTORAL_DISTRICT_LOPINOT/BON AIR WEST,ELECTORAL_DISTRICT_MAYARO,ELECTORAL_DISTRICT_MORUGA/TABLELAND,ELECTORAL_DISTRICT_NAPARIMA,ELECTORAL_DISTRICT_OROPOUCHE EAST,ELECTORAL_DISTRICT_OROPOUCHE WEST,ELECTORAL_DISTRICT_POINT FORTIN,ELECTORAL_DISTRICT_POINTE-A-PIERRE,ELECTORAL_DISTRICT_PORT-OF-SPAIN NORTH/ST. ANN'S WEST,ELECTORAL_DISTRICT_PORT-OF-SPAIN SOUTH,ELECTORAL_DISTRICT_PRINCES TOWN,ELECTORAL_DISTRICT_SAN FERNANDO EAST,ELECTORAL_DISTRICT_SAN FERNANDO WEST,ELECTORAL_DISTRICT_SIPARIA,ELECTORAL_DISTRICT_ST. ANN'S EAST,ELECTORAL_DISTRICT_ST. AUGUSTINE,ELECTORAL_DISTRICT_ST. JOSEPH,ELECTORAL_DISTRICT_TABAQUITE,ELECTORAL_DISTRICT_TOBAGO EAST,ELECTORAL_DISTRICT_TOBAGO WEST,ELECTORAL_DISTRICT_TOCO/SANGRE GRANDE,ELECTORAL_DISTRICT_TOTAL,ELECTORAL_DISTRICT_TUNAPUNA,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Homicide (Annual Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,Homicide_rate_per_100k_1t,Homicide_rate_per_100k_1y
MORUGA/TABLELAND,29043,0.471755496834023,0.5252031709627561,0.69293805736322,20125,20057,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
NAPARIMA,27066,0.16795897948974486,0.8320410205102551,0.5928471144609473,16046,15992,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
OROPOUCHE EAST,28271,0.19914883693814492,0.8008511630618551,0.6085741572636271,17205,17153,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
OROPOUCHE WEST,25289,0.23933389272574712,0.7445297876460337,0.6142591640634267,15534,15493,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
POINT FORTIN,26003,0.5923371647509579,0.36787994891443165,0.6036226589239703,15696,15660,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
POINTE-A-PIERRE,25096,0.44378091446495355,0.5349861261913379,0.6620576984379981,16615,16578,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
PORT-OF-SPAIN NORTH/ST. ANN'S WEST,25003,0.8141433235951194,0.14650283553875237,0.46734391872975245,11685,11638,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
PORT-OF-SPAIN SOUTH,24754,0.784580065046872,0.17696575473502965,0.4233659206592874,10480,10454,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
PRINCES TOWN,27178,0.29067111193430883,0.6964252639377663,0.5971373905364633,16229,16197,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
SAN FERNANDO EAST,25008,0.6777983920841064,0.32220160791589364,0.5833733205374281,14589,14553,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
SAN FERNANDO WEST,25035,0.5466709760827407,0.429928894634777,0.6197323746754544,15515,15470,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
SIPARIA,28663,0.22229269980394417,0.7777073001960558,0.6069846143111328,17398,17342,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
ST. ANN'S EAST,29454,0.744641888225719,0.23317959848073794,0.5021389284986759,14790,14744,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
ST. AUGUSTINE,28094,0.29802411821321406,0.6761592028534225,0.6302413326688973,17706,17663,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
ST. JOSEPH,28452,0.515542328042328,0.47084435626102294,0.6394278082384367,18193,18144,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
TABAQUITE,28832,0.3087729697688204,0.6781268524007114,0.5868479467258602,16920,16870,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
TOBAGO EAST,23102,0.545169433182896,0.4487110839134093,0.5675699073673275,13112,13073,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
TOBAGO WEST,27686,0.66924020492099,0.32477090699184646,0.5014447735317489,13883,13859,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
TOCO/SANGRE GRANDE,31096,0.5885459646806404,0.40232161522803545,0.5864741445845125,18237,18177,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
TUNAPUNA,27433,0.5474853868858152,0.43602060304415763,0.6312470382386177,17317,17279,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
TOTAL,1134135,0.4908441758235063,0.4867392105672011,0.5804397183756784,658297,656522,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
ARIMA,26577,0.0,0.0,0.0,0,0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
AROUCA/MALONEY,26545,0.0,0.0,0.0,0,0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
BARATARIA/SAN JUAN,25282,0.0,0.0,0.0,0,0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
CARONI CENTRAL,31305,0.0,0.0,0.0,0,0,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
CARONI EAST,29713,0.0,0.0,0.0,0,0,2024,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
CHAGUANAS EAST,27354,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
CHAGUANAS WEST,28881,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
COUVA NORTH,30443,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
COUVA SOUTH,30716,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
CUMUTO/MANZANILLA,30957,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
D'ABADIE/O'MEARA,31495,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
DIEGO MARTIN CENTRAL,29674,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
DIEGO MARTIN NORTH/EAST,29727,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
DIEGO MARTIN WEST,29953,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
FYZABAD,27520,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
LA BREA,26401,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
LA HORQUETTA/TALPARO,28119,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
LAVENTILLE EAST/MORVANT,26678,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
LAVENTILLE WEST,26038,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
